CP011686|c5|KS3	Clade_26	reduced
JPVX01000003|c1|KS3	Clade_12	reduced/shifted_double_bonds
CP003838|c11|KS1	Clade_42	DB/DB_Starter
CFVR01000005|c2|KS8	clade_not_conserved	NA
CFWC01000023|c1|KS2	clade_not_conserved	NA
LGJF01000001|c3|KS8	Clade_64	eDB
CP009322|c1|KS7	Clade_63	mainly_eDB
HG328254|c5|KS4	Clade_65	double_bonds
CP002905|c4|KS2	Clade_1	amino acids
CP000085|c7|KS2	Clade_56	b_L_OH
JPWY01000019|c4|KS16	Clade_33	non_elongating
CP009127|c11|KS7	Clade_80	aMe_b_L_OH
CP006929|c6|KS15	Clade_69	zDB
CP008891|c8|KS8	clade_not_conserved	NA
JPVF01000008|c1|KS1	Clade_8	GNAT_Starter
CSMB01000024|c1|KS3	Clade_47	aMe_eDB
CSKL01000002|c4|KS2	Clade_60	non_elongating_b_OH
CP000011|c4|KS4	Clade_80	aMe_b_L_OH
JPQH01000001|c3|KS4	Clade_82	b_MeeDB
CP009280|c2|KS1	Clade_69	zDB
JH636049|c1|KS4	Clade_43	zDB
CP007142|c10|KS36	Clade_5	shifted_double_bonds
CP002869|c2|KS10	Clade_33	non_elongating
CP010556|c10|KS5	Clade_3	bimod_bOH
CP010314|c5|KS2	Clade_1	amino acids
bryostatin|KS4	Clade_87	exometh/red_bMe
LDZV01000001|c4|KS9	clade_not_conserved	NA
CP008705|c7|KS3	Clade_82	b_MeeDB
AFSU01000070|c1|KS4	Clade_3	bimod_bOH
CGHK01000020|c1|KS5	Clade_62	eDB
CIJQ01000019|c1|KS8	clade_not_conserved	NA
AM746676|c14|KS14	Clade_83	b_OMe
LDUN01000002|c2|KS8	Clade_4	bimod_bOH
JH692066|c1|KS5	Clade_93	aMe_red/bOH/bketo
JQHV01000041|c2|KS3	Clade_113	a_Me_b_OH
LMGX01000018|c2|KS4	Clade_52	b_OH/eDB
bryostatin|KS15	Clade_62	eDB
lankacidin|KS1	Clade_120	various
tolytoxin|KS2	Clade_105	reduced/shifted double_bonds
AVPH01000301|c1|KS1	Clade_2	amino acids
CP003695|c7|KS15	Clade_72	non_elongating_aMeeDB
JQFN01000014|c1|KS2	Clade_113	a_Me_b_OH
phormidolide|KS14	Clade_87	exometh/red_bMe
CP009938|c9|KS6	Clade_82	b_MeeDB
CP010014|c5|KS12	Clade_1	amino acids
CP000076|c4|KS7	Clade_111	b_DOH
AXDS01000036|c1|KS3	Clade_47	aMe_eDB
CSKM01000022|c1|KS2	clade_not_conserved	NA
CP000673|c2|KS2	clade_not_conserved	NA
CP010434|c5|KS16	Clade_33	non_elongating
LMPN01000030|c1|KS2	Clade_93	aMe_red/bOH/bketo
CP007142|c7|KS7	clade_not_conserved	NA
JMMV01000071|c4|KS7	Clade_80	aMe_b_L_OH
CM000833|c2|KS3	Clade_113	a_Me_b_OH
CM000775|c6|KS3	Clade_113	a_Me_b_OH
JQOB01000005|c3|KS7	Clade_80	aMe_b_L_OH
CP007242|c10|KS2	Clade_69	zDB
CP003332|c7|KS5	Clade_82	b_MeeDB
oocydin_Ddad|KS1	Clade_92	unusual_Starter
ABCS01000133|c1|KS5	Clade_90	red_a_Me/shifted DB_a_Me
CP005969|c9|KS6	Clade_62	eDB
AWQY01000002|c3|KS9	Clade_65	double_bonds
CP008698|c5|KS4	Clade_3	bimod_bOH
CIGK01000007|c1|KS8	clade_not_conserved	NA
AY688304|c1|KS1	Clade_8	GNAT_Starter
LMPN01000003|c1|KS2	clade_not_conserved	NA
CSPL01000022|c1|KS1	Clade_2	amino acids
CP007142|c10|KS34	Clade_62	eDB
ATMS01000014|c1|KS3	clade_not_conserved	NA
JPNZ01000001|c3|KS8	Clade_3	bimod_bOH
LDZV01000001|c11|KS3	Clade_93	aMe_red/bOH/bketo
CSKS01000004|c1|KS6	Clade_82	b_MeeDB
CFZT01000019|c1|KS4	Clade_82	b_MeeDB
LHCC01000002|c2|KS7	Clade_65	double_bonds
CSKW01000004|c2|KS7	Clade_80	aMe_b_L_OH
FN597644|c5|KS10	Clade_1	amino acids
AWQY01000002|c2|KS5	Clade_64	eDB
JPRM01000036|c1|KS9	clade_not_conserved	NA
CHKR01000002|c4|KS8	clade_not_conserved	NA
CP011347|c8|KS7	Clade_4	bimod_bOH
DQ065771|c1|KS13	Clade_68	double_bonds
ASRX01000032|c1|KS7	Clade_56	b_L_OH
JTKJ02000012|c1|KS1	Clade_42	DB/DB_Starter
CIBF01000016|c1|KS1	Clade_8	GNAT_Starter
JPGG01000016|c7|KS7	Clade_64	eDB
CXWC01000011|c1|KS3	Clade_61	non_elongating_DB_before_branching
JSYP01000020|c1|KS5	Clade_62	eDB
HE774679|c7|KS9	Clade_47	aMe_eDB
CP008835|c10|KS3	Clade_47	aMe_eDB
CGFU01000020|c1|KS9	Clade_12	reduced/shifted_double_bonds
ADGS01000013|c1|KS14	Clade_12	reduced/shifted_double_bonds
CP009748|c5|KS2	Clade_12	reduced/shifted_double_bonds
CSME01000019|c1|KS8	clade_not_conserved	NA
LILA01000001|c3|KS4	Clade_3	bimod_bOH
CIBB01000020|c1|KS5	Clade_62	eDB
CGHB01000002|c5|KS6	Clade_82	b_MeeDB
CP011686|c10|KS9	Clade_12	reduced/shifted_double_bonds
CP007796|c1|KS3	Clade_66	double_bonds
JQHR01000089|c1|KS1	Clade_8	GNAT_Starter
CYHP01000031|c1|KS11	Clade_4	bimod_bOH
AQRA01000010|c1|KS1	Clade_65	double_bonds
CYHI01000673|c1|KS5	Clade_12	reduced/shifted_double_bonds
CP002906|c4|KS9	Clade_69	zDB
BA000045|c4|KS5	clade_not_conserved	NA
JPNU01000055|c1|KS1	Clade_2	amino acids
ACCE01000001|c3|KS9	Clade_12	reduced/shifted_double_bonds
CP006952|c11|KS10	Clade_4	bimod_bOH
JYGH01000020|c3|KS4	Clade_3	bimod_bOH
virginiamycin|KS4	Clade_66	double_bonds
CSLO01000008|c1|KS9	Clade_12	reduced/shifted_double_bonds
CSJU01000001|c4|KS9	Clade_12	reduced/shifted_double_bonds
JTKJ02000002|c1|KS5	Clade_65	double_bonds
CHFC01000005|c2|KS4	Clade_82	b_MeeDB
CP008710|c3|KS7	clade_not_conserved	NA
AVQH01000012|c2|KS3	Clade_12	reduced/shifted_double_bonds
CFVQ01000023|c1|KS1	Clade_2	amino acids
CP000560|c6|KS1	Clade_41	acetyl_Starter
CP009550|c4|KS2	Clade_106	shifted_double_bonds
CYHI01000667|c1|KS6	Clade_64	eDB
elansolid_Csan|KS6	Clade_82	b_MeeDB
CAGD01000027|c1|KS1	Clade_8	GNAT_Starter
AGVS01000451|c1|KS2	Clade_47	aMe_eDB
JNLV01000184|c1|KS1	Clade_2	amino acids
HG328254|c5|KS11	Clade_4	bimod_bOH
KR857271|c1|KS14	Clade_3	bimod_bOH
CP009938|c13|KS10	Clade_4	bimod_bOH
CYHJ01000033|c1|KS4	Clade_3	bimod_bOH
AWUJ01000024|c1|KS3	Clade_79	non_elongating_b_L_OH
CP006259|c2|KS4	Clade_22	aMe_bketo/bOH
KJ461964|c1|KS6	Clade_23	pyran/furan
APNR01000004|c1|KS2	Clade_60	non_elongating_b_OH
HE617159|c11|KS7	Clade_47	aMe_eDB
LHCC01000001|c3|KS13	Clade_62	eDB
JQEG01000036|c1|KS7	Clade_80	aMe_b_L_OH
JOTV01000055|c1|KS1	Clade_8	GNAT_Starter
CYHO01000081|c1|KS12	Clade_1	amino acids
LMLM01000033|c1|KS5	Clade_3	bimod_bOH
HF563562|c10|KS8	Clade_56	b_L_OH
LJAU01000018|c1|KS3	Clade_26	reduced
AYTM02000002|c2|KS1	Clade_6	unusual_Starter_AMT
CFWJ01000023|c1|KS3	Clade_113	a_Me_b_OH
CSKV01000019|c1|KS1	Clade_2	amino acids
misakinolide|KS12	Clade_83	b_OMe
CFWJ01000018|c1|KS3	Clade_47	aMe_eDB
JSYO01000057|c1|KS5	Clade_62	eDB
CP000155|c8|KS4	Clade_120	various
CP003219|c13|KS10	Clade_29	b_OH/keto
CP004382|c4|KS16	Clade_47	aMe_eDB
CSLF01000001|c1|KS7	Clade_80	aMe_b_L_OH
CSKI01000005|c1|KS5	Clade_62	eDB
CP002600|c2|KS4	Clade_82	b_MeeDB
CP000560|c6|KS11	Clade_4	bimod_bOH
CIAS01000006|c1|KS5	Clade_62	eDB
KR857273|c1|KS16	Clade_23	pyran/furan
CP009163|c1|KS3	Clade_113	a_Me_b_OH
CP009684|c8|KS1	Clade_41	acetyl_Starter
AGVS01000588|c1|KS1	Clade_82	b_MeeDB
JMCB01000001|c1|KS5	Clade_3	bimod_bOH
JMCC02000002|c1|KS4	Clade_71	b_keto
JQGX01000063|c1|KS2	clade_not_conserved	NA
BX571966|c8|KS8	clade_not_conserved	NA
JPRM01000036|c1|KS6	Clade_62	eDB
CP005080|c6|KS4	Clade_40	cis-AT PKS-like
CP009602|c5|KS2	Clade_56	b_L_OH
CP009152|c9|KS3	Clade_113	a_Me_b_OH
CP004065|c7|KS4	Clade_69	zDB
CFWL01000024|c1|KS1	Clade_2	amino acids
griseoviridin|KS4	Clade_66	double_bonds
HF563562|c6|KS4	Clade_69	zDB
ADGS01000013|c1|KS10	Clade_47	aMe_eDB
LDCN01000001|c1|KS7	clade_not_conserved	NA
LGAU01000004|c1|KS1	Clade_1	amino acids
JPVF01000008|c1|KS2	Clade_60	non_elongating_b_OH
CSKX01000021|c1|KS4	Clade_82	b_MeeDB
CP003695|c7|KS8	Clade_3	bimod_bOH
CP004065|c3|KS11	Clade_65	double_bonds
CP010406|c2|KS11	Clade_12	reduced/shifted_double_bonds
CP009297|c10|KS9	Clade_12	reduced/shifted_double_bonds
JQGZ01000014|c1|KS4	Clade_82	b_MeeDB
AHSQ01000006|c1|KS1	clade_not_conserved	NA
CSKN01000023|c1|KS1	Clade_2	amino acids
myxovirescin|KS6	Clade_82	b_MeeDB
LBFF01000163|c1|KS4	Clade_82	b_MeeDB
AEAN01000377|c1|KS2	Clade_61	non_elongating_DB_before_branching
JPQL01000005|c5|KS3	Clade_113	a_Me_b_OH
ACXX02000004|c1|KS2	clade_not_conserved	NA
CP009684|c8|KS8	Clade_4	bimod_bOH
BBLT01000001|c2|KS2	Clade_68	double_bonds
JPVL01000011|c3|KS1	Clade_2	amino acids
CSLH01000005|c1|KS9	Clade_12	reduced/shifted_double_bonds
bacillaene_Bamy|KS1	Clade_1	amino acids
JPDT01000312|c1|KS3	Clade_80	aMe_b_L_OH
CP009536|c12|KS6	Clade_80	aMe_b_L_OH
LMLM01000033|c1|KS4	Clade_12	reduced/shifted_double_bonds
AHRD01000019|c1|KS12	Clade_29	b_OH/keto
CSOX01000022|c1|KS3	Clade_47	aMe_eDB
CP004405|c4|KS10	Clade_12	reduced/shifted_double_bonds
JZDI01000001|c1|KS6	Clade_29	b_OH/keto
CP002183|c5|KS16	Clade_33	non_elongating
CSLD01000008|c2|KS5	Clade_62	eDB
CP003969|c4|KS3	Clade_29	b_OH/keto
CSKA01000022|c1|KS2	clade_not_conserved	NA
GQ274953|c1|KS10	Clade_12	reduced/shifted_double_bonds
CGEW01000024|c1|KS2	Clade_106	shifted_double_bonds
CP002599|c3|KS13	Clade_55	non_elongating_DB
CP009611|c5|KS5	Clade_65	double_bonds
CFVL01000005|c1|KS1	Clade_8	GNAT_Starter
CSKI01000005|c1|KS3	Clade_113	a_Me_b_OH
misakinolide|KS17	Clade_59	b_DOH
CSMS01000020|c1|KS7	Clade_80	aMe_b_L_OH
JPNV01000087|c2|KS1	Clade_2	amino acids
JXAM01000042|c1|KS7	Clade_47	aMe_eDB
AHRL01000052|c1|KS5	Clade_29	b_OH/keto
CP000673|c2|KS1	clade_not_conserved	NA
CP007242|c10|KS9	Clade_62	eDB
JPUY01000005|c4|KS1	Clade_8	GNAT_Starter
CP011346|c12|KS14	Clade_93	aMe_red/bOH/bketo
CFWB01000029|c1|KS2	clade_not_conserved	NA
CFVQ01000005|c1|KS6	Clade_82	b_MeeDB
JMEG01000006|c1|KS3	Clade_3	bimod_bOH
CGFC01000017|c1|KS2	clade_not_conserved	NA
HE963103|c1|KS9	Clade_80	aMe_b_L_OH
JH636049|c1|KS9	Clade_69	zDB
CIBB01000020|c1|KS9	Clade_12	reduced/shifted_double_bonds
CP000125|c1|KS2	Clade_12	reduced/shifted_double_bonds
JQGZ01000025|c1|KS2	clade_not_conserved	NA
CP008786|c3|KS10	Clade_69	zDB
AM411073|c1|KS5	Clade_62	eDB
JPYY01000002|c1|KS8	Clade_69	zDB
CIGP01000024|c1|KS2	clade_not_conserved	NA
JQHT01000002|c1|KS3	Clade_113	a_Me_b_OH
elansolid_Cpin|KS2	Clade_47	aMe_eDB
AGVS01000451|c1|KS1	clade_not_conserved	NA
oocydin_Smar|KS10	Clade_33	non_elongating
JH692066|c1|KS6	Clade_23	pyran/furan
CSRL01000019|c1|KS1	Clade_8	GNAT_Starter
LGRW01000002|c2|KS11	Clade_79	non_elongating_b_L_OH
CP010018|c10|KS13	Clade_64	eDB
LGJF01000001|c3|KS1	Clade_93	aMe_red/bOH/bketo
CP008779|c4|KS4	Clade_82	b_MeeDB
CP008783|c5|KS1	Clade_2	amino acids
LJAU01000005|c1|KS6	Clade_93	aMe_red/bOH/bketo
CP010406|c2|KS3	Clade_3	bimod_bOH
CP010556|c10|KS7	Clade_47	aMe_eDB
HE774679|c7|KS4	Clade_69	zDB
CP009336|c1|KS12	clade_not_conserved	NA
FR687359|c3|KS15	clade_not_conserved	NA
LJJY01000002|c1|KS3	Clade_12	reduced/shifted_double_bonds
JXUQ01000001|c30|KS4	Clade_52	b_OH/eDB
AGFW01000009|c1|KS4	Clade_3	bimod_bOH
CP006890|c6|KS4	Clade_65	double_bonds
thiomarinol|KS7	Clade_63	mainly_eDB
ADGX01000046|c1|KS3	Clade_43	zDB
JQEG01000036|c1|KS9	Clade_12	reduced/shifted_double_bonds
CP011347|c12|KS5	Clade_65	double_bonds
KR857271|c1|KS5	Clade_65	double_bonds
CSLJ01000006|c1|KS4	Clade_82	b_MeeDB
JPWY01000019|c4|KS7	Clade_82	b_MeeDB
CP006250|c7|KS13	Clade_12	reduced/shifted_double_bonds
ABIB01000015|c1|KS3	Clade_113	a_Me_b_OH
GQ274954|c1|KS3	Clade_39	vinylogous_chain_branching
CWJC01000003|c1|KS7	Clade_80	aMe_b_L_OH
CP011371|c6|KS1	clade_not_conserved	NA
CFXG01000021|c1|KS3	Clade_47	aMe_eDB
CP001654|c1|KS3	Clade_87	exometh/red_bMe
CFWB01000005|c2|KS6	Clade_82	b_MeeDB
dorrigocin_migrastatin|KS2	Clade_61	non_elongating_DB_before_branching
CFWB01000005|c2|KS4	Clade_82	b_MeeDB
CSKI01000005|c1|KS9	Clade_12	reduced/shifted_double_bonds
JYGI01000030|c2|KS8	Clade_80	aMe_b_L_OH
CGEX01000006|c1|KS1	Clade_8	GNAT_Starter
CP009297|c10|KS3	Clade_113	a_Me_b_OH
JZDI01000007|c1|KS1	Clade_42	DB/DB_Starter
CSLJ01000006|c1|KS2	Clade_60	non_elongating_b_OH
CSSE01000019|c1|KS8	clade_not_conserved	NA
JYFL01000003|c3|KS2	Clade_1	amino acids
ABIB01000015|c1|KS4	Clade_82	b_MeeDB
CP008710|c3|KS5	Clade_82	b_MeeDB
CP006929|c6|KS12	Clade_34	non_elongating_hemiacetal/b_OH
AQRA01000010|c1|KS2	Clade_31	eDB
CFVM01000011|c1|KS7	Clade_80	aMe_b_L_OH
JQOB01000005|c3|KS5	Clade_62	eDB
CSLF01000022|c1|KS1	Clade_2	amino acids
CP009338|c2|KS4	Clade_62	eDB
JYGH01000014|c5|KS13	Clade_72	non_elongating_aMeeDB
CP011278|c5|KS6	Clade_29	b_OH/keto
CP009684|c9|KS5	Clade_64	eDB
CFVR01000023|c1|KS3	Clade_47	aMe_eDB
AY426537|c1|KS1	Clade_8	GNAT_Starter
AHRQ01000032|c1|KS9	Clade_4	bimod_bOH
CFXD01000019|c1|KS5	Clade_62	eDB
CP007142|c11|KS8	Clade_63	mainly_eDB
FN667742|c6|KS2	Clade_102	b_Me
AEAN01000377|c1|KS1	Clade_6	unusual_Starter_AMT
CFYP01000019|c1|KS7	Clade_80	aMe_b_L_OH
CP000085|c10|KS1	Clade_2	amino acids
kirromycin|KS1	Clade_7	Starter
CP009586|c4|KS6	Clade_82	b_MeeDB
CGHT01000019|c1|KS8	clade_not_conserved	NA
HE774679|c6|KS1	Clade_41	acetyl_Starter
AJST01000001|c10|KS7	Clade_47	aMe_eDB
CGFU01000020|c1|KS1	Clade_8	GNAT_Starter
CFWT01000019|c1|KS2	Clade_60	non_elongating_b_OH
JPVK01000015|c1|KS5	Clade_62	eDB
LGJF01000001|c3|KS2	Clade_47	aMe_eDB
CYHI01000667|c1|KS3	Clade_12	reduced/shifted_double_bonds
CHFD01000022|c1|KS1	Clade_8	GNAT_Starter
CSLE01000006|c2|KS3	Clade_113	a_Me_b_OH
CSKB01000018|c1|KS2	clade_not_conserved	NA
LJRK01000113|c1|KS6	Clade_62	eDB
AHSW01000006|c1|KS3	Clade_8	GNAT_Starter
CSKK01000001|c1|KS8	clade_not_conserved	NA
HG794546|c3|KS3	Clade_61	non_elongating_DB_before_branching
EF552687|c1|KS11	Clade_43	zDB
CGFE01000001|c1|KS4	Clade_82	b_MeeDB
DQ065771|c1|KS14	clade_not_conserved	NA
HE963103|c1|KS15	clade_not_conserved	NA
CFVX01000002|c4|KS9	Clade_12	reduced/shifted_double_bonds
CSKD01000001|c1|KS5	Clade_62	eDB
CGHK01000020|c1|KS9	Clade_12	reduced/shifted_double_bonds
CP000560|c6|KS9	Clade_65	double_bonds
CIAV01000005|c1|KS6	Clade_82	b_MeeDB
BX571966|c8|KS1	Clade_8	GNAT_Starter
CP000525|c2|KS3	Clade_113	a_Me_b_OH
LGAU01000005|c1|KS4	Clade_3	bimod_bOH
CH899683|c4|KS1	Clade_2	amino acids
JX315603|c1|KS17	Clade_86	non_elongating_DB
