#Leaf_name	Clade_name	Clade_desc
bacillaene_Bsub_PksM_3_KS10_bOH	Clade_79	non_elongating_b_L_OH
bacillaene_Bsub_PksN_1_KS11_AAala	Clade_1	amino_acids
bacillaene_Bsub_PksN_2_KS12_shDB	Clade_12	reduced|shifted_double_bonds
bacillaene_Bsub_PksN_3_KS13_shDB	Clade_12	reduced|shifted_double_bonds
bacillaene_Bsub_PksR_1_KS14_OaMeDB	Clade_72	non_elongating_aMeeDB
bacillaene_Bsub_PksR_2_KS15_OshDBaMe	Clade_33	non_elongating
basiliskamides_P615_14890_KS5_eDB	Clade_8	GNAT_Starter
basiliskamides_P615_BasE_1_KS2_a_L_Me_red	Clade_95	aMe
basiliskamides_P615_BasE_2_KS3_a_D_Meb_D_OH	Clade_100	b_OH
basiliskamides_P615_BasE_3_KS3_bOH	Clade_4	bimod_bOH
basiliskamides_P615_BasF_1_KS1_GNATstarter	Clade_95	aMe
bongkrekic_acid_BonA_2_KS2_bMeDB	Clade_82	b_MeeDB
bongkrekic_acid_BonA_3_KS3_aMeDB	Clade_93	aMe_mostly_reduced
bongkrekic_acid_BonA_4_KS4_b_L_OH	Clade_78	b_L_OH
bongkrekic_acid_BonA_5_KS5_DB	Clade_64	eDB
bongkrekic_acid_BonA_6_KS6_0bimod_bOH	Clade_3	bimod_bOH
bongkrekic_acid_BonA_KS1_1_GNATstarter	Clade_40	cis-AT_PKS-like
bongkrekic_acid_BonB_1_KS7_DB	Clade_64	eDB
bongkrekic_acid_BonB_2_KS8_red	Clade_18	reduced
bongkrekic_acid_BonC_1_KS9_eDB	Clade_64	eDB
bongkrekic_acid_BonD_1_KS10_a_L_Me	Clade_93	aMe_mostly_reduced
bongkrekic_acid_BonD_2_KS11_eDB	Clade_64	eDB
bongkrekic_acid_BonD_3_KS12_0vinylbranch	Clade_74	non_elongating_DB
bryostatin_BryA_1_KS1_lactateStarter	Clade_45	lactate_Starter
bryostatin_BryA_2_KS2_b_L_OH	Clade_78	b_L_OH
bryostatin_BryA_KS3_3_b_D_OH	Clade_59	b_D_OH
bryostatin_BryB_1_KS4_exoester	Clade_87	red_bMe|exometh
bryostatin_BryB_2_KS5_adiMEbketo	Clade_95	aMe
bryostatin_BryB_3_KS6_eDB	Clade_62	eDB
bryostatin_BryB_4_KS7_b_L_OH	Clade_78	b_L_OH
bryostatin_BryC_1_KS8_exoester	Clade_87	red_bMe|exometh
bryostatin_BryC_2_KS9_pyran	Clade_25	pyran|furan
bryostatin_BryC_3_KS10_adiMebketo	Clade_95	aMe
bryostatin_BryC_4_KS11_0b_D_OH	Clade_60	non_elongating_b_OH
bryostatin_BryD_1_KS12_b_L_OH	Clade_78	b_L_OH
bryostatin_BryD_2_KS13_0b_D_OH	Clade_59	b_D_OH
bryostatin_BryX_1_KS14_GNATstarter	Clade_8	GNAT_Starter
bryostatin_BryX_2_KS15_0	Clade_62	eDB
bryostatin_BryX_3_KS16	Clade_86	non_elongating_DB
calyculin_CalA_2_KS2_AAser	Clade_14	various_specificities
calyculin_CalA_KS1_KS0AAser	Clade_1	amino_acids
calyculin_CalB_1_KS3_KS0_b_L_OH	Clade_34	non_elongating_hemiacetal
calyculin_CalB_2_KS4_AAgly	Clade_1	amino_acids
calyculin_CalB_3_KS5_0reda_L_Me	Clade_95	aMe
calyculin_CalB_4_KS6_0reda_L_Me	Clade_33	non_elongating
calyculin_CalC_1_KS7_KS0oxa	Clade_75	non_elongating_oxazole
calyculin_CalC_2_KS8_AAoxa	Clade_44	oxazole
calyculin_CalC_3_KS9_eDB	Clade_62	eDB
calyculin_CalE_1_KS10_KS0ox	Clade_36	non_elongating
calyculin_CalE_2_KS11_aketo	Clade_32	b_keto
calyculin_CalE_3_KS12_a_D_Meb_L_OH	Clade_13	various_specificities
calyculin_CalE_4_KS13_b_L_OH	Clade_80	aMe_b_L_OH
calyculin_CalE_5_KS14_0b_L_OH	Clade_60	non_elongating_b_OH
calyculin_CalE_6_KS16_adiMbketo	Clade_95	aMe
calyculin_CalE_7_KS15_b_L_OH	Clade_83	b_OMe
calyculin_CalF_1_KS16_0_b_L_OH_a_L_Meb_L_OH	Clade_35	non_elongating_b_OH
calyculin_CalF_2_KS17_a_D_OHb_D_OH	Clade_53	mostly_a_OH_b_OH
calyculin_CalF_3_KS18_0b_D_OH	Clade_60	non_elongating_b_OH
calyculin_CalF_4_KS19_b_D_OMe	Clade_83	b_OMe
calyculin_CalF_5_KS20_a_L_Meb_L_OH	Clade_80	aMe_b_L_OH
calyculin_CalG_1_KS21_a_L_Meb_L_OH	Clade_80	aMe_b_L_OH
calyculin_CalG_2_KS22_aMeDB	no_clade	no_clade
sorangicin_SorA_4_KS4_aMeeDB	no_clade	no_clade
calyculin_CalG_3_KS23_bMeDB	Clade_82	b_MeeDB
calyculin_CalG_4_KS24_eDB	Clade_62	eDB
calyculin_CalH_1_KS25_bMeDB	Clade_33	non_elongating
calyculin_CalH_2_KS26_AAala	Clade_1	amino_acids
calyculin_CalH_3_KS27_eDB	Clade_72	non_elongating_aMeeDB
calyculin_CalI_1_KS24_shDB	Clade_5	shifted_double_bonds
chivosazole_ChiB_2_KS2_b_D_OH	Clade_22	b_OH
chivosazole_ChiB_3_KS3_a_L_Meb_L_OH	Clade_91	mostly_shifted_DB
chivosazole_ChiC_1_KS4_a_D_Meb_D_OH	Clade_85	aMe_bOH
chivosazole_ChiC_2_KS5_bimod_bOH	Clade_4	bimod_bOH
chivosazole_ChiC_3_KS6_eDB_zDB	Clade_66	double_bonds
chivosazole_ChiC_4_KS7_eDB	Clade_48	aMe_eDB
chivosazole_ChiC_5_KS8_b_L_OH	Clade_29	b_OH|keto
chivosazole_ChiC_6_KS9_0a_D_Meb_D_OH	Clade_49	non_elongating_b_OH
chivosazole_ChiD_1_KS10_0AAoxz	Clade_75	non_elongating_oxazole
chivosazole_ChiD_2_KS11_AAoxz	Clade_44	oxazole
chivosazole_ChiD_3_KS12_bimod_bOH	Clade_4	bimod_bOH
chivosazole_ChiE_1_KS13_zDB_eDB	Clade_68	double_bonds
chivosazole_ChiE_2_KS14_a_L_Meb_L_OH	no_clade	no_clade
chivosazole_ChiF_1_KS15_aMeeDB	Clade_48	aMe_eDB
chivosazole_ChiF_2_KS16_bimod_bOH	Clade_4	bimod_bOH
chivosazole_ChiF_3_KS17_eDB_zDB	Clade_66	double_bonds
chivosazole_ChiF_4_KS18_0zDB	Clade_73	non_elongating
chlorotonil_CtoC_1_KS1_acetylStarter	Clade_41	acetyl_Starter
chlorotonil_CtoC_2_KS2_bOH	Clade_50	b_OH
chlorotonil_CtoC_3_KS3_eDB	Clade_28	eDB
chlorotonil_CtoC_4_KS4_aMezshDB	Clade_84	aMe_z_shifted_DB
chlorotonil_CtoD_1_KS5_eDB	Clade_66	double_bonds
chlorotonil_CtoD_2_KS6_eDB	Clade_66	double_bonds
chlorotonil_CtoD_3_KS7_redaMe	Clade_91	mostly_shifted_DB
chlorotonil_CtoD_4_aMeshDB	Clade_84	aMe_z_shifted_DB
chlorotonil_CtoE_1_KS9_DB_DA	Clade_66	double_bonds
chlorotonil_CtoE_2_KS10_bketo	Clade_29	b_OH|keto
corallopyronin_CorI_1_KS1_unusualStarter_methoxycarbonyl	Clade_19	methoxycarbonyl_Starter
corallopyronin_CorI_2_KS2_AAGly	Clade_20	amino_acids
corallopyronin_CorI_3_KS3_0bimod_eDB	Clade_31	eDB
corallopyronin_CorJ_1_KS4_shDB	Clade_21	reduced|shifted_double_bonds
corallopyronin_CorJ_2_KS5_0aMe	Clade_48	aMe_eDB
corallopyronin_CorJ_3_KS6_a_D_Me	Clade_27	a_Me
corallopyronin_CorK_1_KS7_acetyl	Clade_41	acetyl_Starter
corallopyronin_CorK_2_KS8_eDB	Clade_42	DB|DB_Starter
corallopyronin_CorK_3_KS9_red	Clade_26	reduced
corallopyronin_CorL_1_KS10_bMeDB	no_clade	no_clade
corallopyronin_CorL_2_KS11_red	Clade_26	reduced
corallopyronin_CorL_3_KS12_bMeDB	Clade_81	b_D_OMe
corallopyronin_CorL_4_KS13_aMeDB	Clade_48	aMe_eDB
cycloheximide_ChxE_1_KS1_unusualStarter_AMT	Clade_6	unusual_Starter_AMT
cycloheximide_ChxE_2_KS2_0zDB	Clade_61	non_elongating_zDB
cycloheximide_ChxE_4_KS4_b_D_OH	Clade_52	b_OH|eDB
cycloheximide_ChxE_5_KS5_a_D_Mebketo	Clade_96	b_keto|b_OH
diaphorin_DipO_1_KS10_rearrangement	Clade_11	oxygen_insertion
diaphorin_DipO_2_KS11_DB	Clade_13	various_specificities
diaphorin_DipP_1_KS1_GNATstarter	Clade_8	GNAT_Starter
diaphorin_DipP_2_KS2_a_L_Meb_D_OH	Clade_57	a_L-_Me_b_D_OH
diaphorin_DipP_3_KS3_exometh	Clade_88	exometh
diaphorin_DipT_1_KS4_0acetal	Clade_34	non_elongating_hemiacetal
diaphorin_DipT_2_KS5_AAgly	Clade_1	amino_acids
diaphorin_DipT_3_KS6_b_D_OH	Clade_58	b_D_OH
diaphorin_DipT_4_KS7_adiMebOH	Clade_80	aMe_b_L_OH
diaphorin_DipT_5_KS8_pyran	Clade_23	pyran
diaphorin_DipT_6_KS9_b_L_OH	Clade_78	b_L_OH
difficidin_DifF_1_KS1_unusualStarters_acryloyl	Clade_42	DB|DB_Starter
difficidin_DifF_2_KS2_aMeeDB	Clade_47	aMe_eDB
difficidin_DifF_3_KS3_red	Clade_12	reduced|shifted_double_bonds
difficidin_DifG_1_KS4_OH	Clade_100	b_OH
difficidin_DifG_2_KS5_0Hbimod_bOH	Clade_3	bimod_bOH
difficidin_DifH_1_KS6_zDB	Clade_69	zDB
difficidin_DifI_1_KS7_aMezDB	Clade_47	aMe_eDB
difficidin_DifI_2_KS8_bOH	Clade_78	b_L_OH
difficidin_DifI_3_KS9_red	Clade_12	reduced|shifted_double_bonds
difficidin_DifI_4_KS10_bimod_bOH	Clade_4	bimod_bOH
difficidin_DifJ_1_KS11_zDB_zDB	Clade_65	double_bonds
difficidin_DifJ_2_KS12_obimod_bOH	Clade_3	bimod_bOH
difficidin_DifK_1_KS13_eDB	Clade_62	eDB
difficidin_DifL_1_KS14_redaMe	Clade_95	aMe
disorazole_DszA_1_KS1_acetylStarter	Clade_41	acetyl_Starter
disorazole_DszA_2_KS2_eDB	Clade_42	DB|DB_Starter
disorazole_DszA_3_KS3_adiMeb_L_OH	Clade_85	aMe_bOH
disorazole_DszA_4_KS4_b_D_OH	no_clade	no_clade
disorazole_DszB_1_KS5_zDB	Clade_43	zDB
disorazole_DszB_2_KS6_zDB	Clade_43	zDB
disorazole_DszB_3_KS7_eDB	Clade_66	double_bonds
disorazole_DszB_4_KS8_0zDB	no_clade	no_clade
disorazole_DszC_1_KS2_0AAoxz	Clade_73	non_elongating
disorazole_DszC_1_KS9_0AAoxz	Clade_75	non_elongating_oxazole
dorrigocin_migrastatin_MgsE_1_KS1_unusualStarter_AMT	Clade_6	unusual_Starter_AMT
dorrigocin_migrastatin_MgsE_2_KS2_0zDB	Clade_61	non_elongating_zDB
dorrigocin_migrastatin_MgsE_3_KS3_vinylogous	Clade_39	vinylogous_chain_branching
dorrigocin_migrastatin_MgsF_1_KS4_b_D_OH_eDB	Clade_52	b_OH|eDB
dorrigocin_migrastatin_MgsF_2_KS5_a_D_MebketodH	Clade_96	b_keto|b_OH
dorrigocin_migrastatin_MgsF_3_KS6_aMeeDB	Clade_63	double_bonds
dorrigocin_migrastatin_MgsF_4_KS7_a_D_Meb_L_OH	Clade_96	b_keto|b_OH
dorrigocin_migrastatin_MgsF_5_KS8_b_L_OH	Clade_96	b_keto|b_OH
dorrigocin_migrastatin_MgsF_6_KS9_eDB	Clade_16	mainly_reduced
dorrigocin_migrastatin_MgsG_1_KS10_red	Clade_16	mainly_reduced
bacillaene_Bsub_PksL_2_KS5_eD	Clade_64	eDB
elansolid_Cpin_ElsI_1_KS1_aromaticstarter	Clade_10	aromatic_Starter
elansolid_Cpin_ElsI_2_KS2_eDB	Clade_47	aMe_eDB
elansolid_Cpin_ElsJ_1_KS3_adiMeb_D_OH	Clade_95	aMe
elansolid_Cpin_ElsJ_2_KS4_aMe	Clade_95	aMe
elansolid_Cpin_ElsJ_3_KS5_eDB	Clade_63	double_bonds
elansolid_Cpin_ElsN_1_KS6_bMeDB	Clade_82	b_MeeDB
elansolid_Cpin_ElsN_2_KS7_bimod_b_D_OH	Clade_4	bimod_bOH
elansolid_Cpin_ElsO_1_KS8_eDB	Clade_65	double_bonds
elansolid_Cpin_ElsO_2_KS9_0bimod_bOH	Clade_79	non_elongating_b_L_OH
elansolid_Cpin_ElsO_3_KS10_zDB	Clade_63	double_bonds
elansolid_Cpin_ElsP_1_KS11_a_L_Meb_D_OH	Clade_56	aMe_bOH
elansolid_Cpin_ElsP_2_KS12_b_L_OH	Clade_78	b_L_OH
elansolid_Cpin_ElsP_3_KS13_aMeDB	Clade_47	aMe_eDB
elansolid_Csan_ElaJ_1_KS1_aromaticstarter	Clade_10	aromatic_Starter
elansolid_Csan_ElaJ_2_KS2_eDB	Clade_47	aMe_eDB
elansolid_Csan_ElaK_1_KS3_adiMeb_D_OH	Clade_95	aMe
elansolid_Csan_ElaK_2_KS4_aMe	Clade_95	aMe
elansolid_Csan_ElaK_3_KS5_eDB	Clade_63	double_bonds
elansolid_Csan_ElaO_1_KS6_bMeDB	Clade_82	b_MeeDB
elansolid_Csan_ElaO_2_KS7_bimod_b_D_OH	Clade_4	bimod_bOH
elansolid_Csan_ElaP_1_KS8_eDB	Clade_65	double_bonds
elansolid_Csan_ElaP_2_KS9_0bimod_bOH	Clade_79	non_elongating_b_L_OH
elansolid_Csan_ElaP_3_KS10_zDB	Clade_63	double_bonds
elansolid_Csan_ElaQ_1_KS11_a_L_Meb_D_OH	Clade_56	aMe_bOH
elansolid_Csan_ElaQ_2_KS12_b_L_OH	Clade_78	b_L_OH
elansolid_Csan_ElaQ_3_KS13_aMeDB	Clade_47	aMe_eDB
elansolid_Csan_ElaR_1_KS14_0eDB	Clade_74	non_elongating_DB
elansolid_ElsQ_1_KS14_0eDB	Clade_74	non_elongating_DB
enacyloxin_Bamb_5919_1_KS10_bketo	Clade_40	cis-AT_PKS-like
enacyloxin_Bamb_5919_2_KS11_0eDB	Clade_74	non_elongating_DB
enacyloxin_Bamb_5920_1_KS8_eDB	Clade_40	cis-AT_PKS-like
enacyloxin_Bamb_5920_2_KS9_aMeDB	Clade_40	cis-AT_PKS-like
enacyloxin_Bamb_5921_2_KS7_b_D_OH	Clade_40	cis-AT_PKS-like
enacyloxin_Bamb_5922_1_KS5_b_D_OH	Clade_40	cis-AT_PKS-like
enacyloxin_Bamb_5923_1_KS4_b_L_OH	Clade_40	cis-AT_PKS-like
enacyloxin_Bamb_5924_2_KS2_eDB	Clade_40	cis-AT_PKS-like
enacyloxin_Bamb_5924_3_KS3_b_D_OH	Clade_40	cis-AT_PKS-like
etnangien_EtnD_1_KS1_unusualStarters_Succ	Clade_6	unusual_Starter_AMT
etnangien_EtnD_2_KS2_eDBbMe	Clade_87	red_bMe|exometh
etnangien_EtnD_3_KS3_b_D_OH	Clade_55	b_OH
etnangien_EtnD_4_KS4_eDB	Clade_64	eDB
etnangien_EtnE_1_KS5_eDB	Clade_64	eDB
etnangien_EtnE_2_KS6_eDB	Clade_64	eDB
etnangien_EtnE_3_KS3_eDBbMe	Clade_82	b_MeeDB
etnangien_EtnF_1_KS8_a_D_Meb_D_OH	Clade_96	b_keto|b_OH
etnangien_EtnF_2_KS9_b_D_OH	Clade_56	aMe_bOH
etnangien_EtnF_3_KS10_b_L_OH	Clade_79	non_elongating_b_L_OH
etnangien_EtnG_1_KS11_red	no_clade	no_clade
etnangien_EtnG_2_KS12_0b_L_OH	Clade_79	non_elongating_b_L_OH
etnangien_EtnG_3_KS13_b_L_OMe	Clade_83	b_OMe
etnangien_EtnG_4_KS14_0bOH	Clade_4	bimod_bOH
etnangien_EtnH_1_KS15_bimod_zDB	Clade_41	acetyl_Starter
etnangien_EtnH_2_KS16_eDB	Clade_64	eDB
etnangien_EtnI_1_KS17_reda_L_Me	no_clade	no_clade
etnangien_EtnI_2_KS18_a_L_Meb_D_OH	Clade_56	aMe_bOH
etnangien_EtnI_3_KS19_a_L_Meb_D_OH	Clade_56	aMe_bOH
etnangien_EtnI_4_KS20_0b_L_OH	Clade_79	non_elongating_b_L_OH
griseoviridin_SgvE1_1_KS1_acetylStarter	Clade_9	Starter
griseoviridin_SgvE1_2_KS2_b_D_OH	Clade_48	aMe_eDB
griseoviridin_SgvE2_1_KS3_AAgly	Clade_2	amino_acids
griseoviridin_SgvE2_2_KS4_eDB	Clade_66	double_bonds
griseoviridin_SgvE3_1_KS5_eDB	Clade_81	b_D_OMe
griseoviridin_SgvE3_2_KS6_b_L_OH	Clade_51	b_OH
griseoviridin_SgvE4_1_KS7_b_D_OH	Clade_75	non_elongating_oxazole
kalimantacin_batuminBat2_6_KS7_0bimod_bOH	Clade_3	bimod_bOH
kalimantacin_batumin_Bat1_1_KS1_AcStarter	Clade_8	GNAT_Starter
kalimantacin_batumin_Bat2_1_KS2_AAGly	no_clade	no_clade
kalimantacin_batumin_Bat2_2_KS3_bOH	Clade_78	b_L_OH
kalimantacin_batumin_Bat2_3_KS4_bOH	Clade_56	aMe_bOH
kalimantacin_batumin_Bat2_4_KS5_redbMe	Clade_87	red_bMe|exometh
kalimantacin_batumin_Bat2_5_KS6_eD	Clade_64	eDB
kalimantacin_batumin_Bat3_1_KS8_eDB	Clade_70	eDB
kalimantacin_batumin_Bat3_2_KS9_eDB	Clade_17	various_specificities
kalimantacin_batumin_Bat3_3_KS10_exometh	Clade_87	red_bMe|exometh
kalimantacin_batumin_Bat3_4_KS11_redbMe	Clade_87	red_bMe|exometh
kirromycin_KirAIII_4_KS6_AAgly	Clade_7	unusual_Starter
kirromycin_KirAII_1_KS3_eDB	Clade_66	double_bonds
kirromycin_KirAII_2_KS4_diMb_L_OH	Clade_22	b_OH
kirromycin_KirAII_3_KS5_b_D_OH	Clade_22	b_OH
kirromycin_KirAIV_1_KS7_eDB	Clade_66	double_bonds
kirromycin_KirAIV_2_KS8_aMeeDB	Clade_66	double_bonds
kirromycin_KirAIV_3_KS9_aMebketo	Clade_22	b_OH
kirromycin_KirAIV_4_KS10_b_L_OH	Clade_29	b_OH|keto
kirromycin_KirAIV_5_KS11_b_D_OH	Clade_4	bimod_bOH
kirromycin_KirAI_1_KS1_AcStarter	Clade_9	Starter
kirromycin_KirAI_2_KS2_zcrotonyl	no_clade	no_clade
kirromycin_KirAV_1_KS12_eDB	Clade_66	double_bonds
lankacidin_LkcA_1_KS1_AAgly	Clade_37	mainly_b_OH
lankacidin_LkcC_1_KS2_aMeeDB	Clade_48	aMe_eDB
lankacidin_LkcF_1_KS3_b_D_OH	Clade_66	double_bonds
lankacidin_LkcF_2_KS4_a_D_Meb_L_OH	Clade_37	mainly_b_OH
lankacidin_LkcG_1_KS5_aMebketo	Clade_89	b_keto
legioliulin_LglD_1_KS1_aromaticStarter	no_clade	no_clade
legioliulin_LglD_2_KS2_eDB	Clade_65	double_bonds
legioliulin_LglD_3_KS3_bketo	Clade_29	b_OH|keto
legioliulin_LglD_4_KS4_bketo	Clade_71	b_keto
legioliulin_LglE_1_KS5_bOH	Clade_40	cis-AT_PKS-like
leinamycin_LnmI_1_KS1_0AAoxz	Clade_75	non_elongating_oxazole
leinamycin_LnmI_2_KS2_AAoxz	Clade_44	oxazole
leinamycin_LnmI_3_KS3_zDB	no_clade	no_clade
leinamycin_LnmJ_1_KS4_eDB	Clade_66	double_bonds
leinamycin_LnmJ_2_KS5_bketo	Clade_89	b_keto
leinamycin_LnmJ_3_KS6_aMeDB	Clade_48	aMe_eDB
leinamycin_LnmJ_4_KS7_red	Clade_21	reduced|shifted_double_bonds
luminaolid_LumA_1_KS1_AAgly	Clade_30	glycine
luminaolid_LumA_2_KS2_a_D_MeshDB	Clade_27	a_Me
luminaolid_LumA_3_KS3_0bimod_a_D_Meb_D_OH	Clade_49	non_elongating_b_OH
luminaolid_LumB_1_KS4_a_D_Meb_D_OMe	Clade_81	b_D_OMe
luminaolid_LumB_2_KS5_bketo	Clade_65	double_bonds
luminaolid_LumB_3_KS6_reda_L_Me	Clade_90	red_a_L_Me
luminaolid_LumC_1_KS7_a_L_Meb_L_OMe_a_L_Meb_L_OH	Clade_80	aMe_b_L_OH
luminaolid_LumC_2_KS8_a_D_Meb_D_OH_b_D_OH	Clade_85	aMe_bOH
luminaolid_LumC_3_KS9_b_L_OH	Clade_78	b_L_OH
luminaolid_LumC_4_KS10_a_L_Meb_L_OH	Clade_80	aMe_b_L_OH
luminaolid_LumD_1_KS11_0bimod_b_D_OH	Clade_60	non_elongating_b_OH
luminaolid_LumD_2_KS12_b_D_OMe	Clade_83	b_OMe
luminaolid_LumD_3_KS13_b_D_OH	Clade_59	b_D_OH
luminaolid_LumD_4_KS14_0bimod_b_D_OH	Clade_3	bimod_bOH
luminaolid_LumE_1_KS15_zDB	Clade_69	zDB
luminaolid_LumE_2_KS16_pyran	Clade_23	pyran
luminaolid_LumE_3_KS17_b_D_OH	Clade_59	b_D_OH
luminaolid_LumE_4_KS18_0b_D_OH	Clade_74	non_elongating_DB
macrolactin_MlnB_1_KS1_acetylStarter	Clade_41	acetyl_Starter
macrolactin_MlnB_2_KS2_b_D_OH	no_clade	no_clade
macrolactin_MlnB_3_KS3_red	Clade_26	reduced
macrolactin_MlnC_1_KS4_eDB	Clade_65	double_bonds
macrolactin_MlnD_1_KS5_eDB	Clade_65	double_bonds
macrolactin_MlnD_2_KS6_b_D_OH	Clade_29	b_OH|keto
macrolactin_MlnE_1_KS7_b_D_OH	Clade_65	double_bonds
macrolactin_MlnE_2_KS8_bimod_bOH	Clade_4	bimod_bOH
macrolactin_MlnF_1_KS9_zD_zDB	Clade_65	double_bonds
macrolactin_MlnG	Clade_65	double_bonds
macrolactin_MlnG_1_KS11_bimod_bOH	Clade_4	bimod_bOH
malleilactone_burkholderic_acid_BurA_1_KS1_unusualStarter	Clade_2	amino_acids
malleilactone_burkholderic_acid_BurF_2_KS2_aMeeDB	Clade_46	aMe_eDB
myxopyronin_MxnI_2_KS2_AAgly	Clade_20	amino_acids
misakinolide_MisC_1_KS1_acetylStarter	Clade_41	acetyl_Starter
misakinolide_MisC_2_KS2_b_D_OH	Clade_29	b_OH|keto
misakinolide_MisC_3_KS3_0bimod_b_D_OMe	Clade_49	non_elongating_b_OH
misakinolide_MisC_4_KS4_bOMe	Clade_81	b_D_OMe
